 === NPZ Ecosistem model integration ====================================
  time            phytoplankton   zooplankton     nitrate         total_N
  0.310000002       2.52830362       1.07590044      0.395795286       3.99999952    
  0.319999993       2.54508615       1.07869351      0.376219779       3.99999952    
  0.329999983       2.56169033       1.08150804      0.356801122       3.99999952    
  0.340000004       2.57808781       1.08434403      0.337567776       3.99999952    
  0.349999994       2.59424734       1.08720124      0.318551004       3.99999952    
  0.359999985       2.61013484       1.09007955      0.299785137       3.99999952    
  0.370000005       2.62571311       1.09297872      0.281307727       3.99999952    
  0.379999995       2.64094114       1.09589863      0.263159901       3.99999976    
  0.389999986       2.65577435       1.09883904      0.245386407       3.99999976    
  0.399999976       2.67016435       1.10179961      0.228035808       4.00000000    
  0.409999996       2.68405938       1.10478008      0.211160436       3.99999976    
  0.419999987       2.69740367       1.10777998      0.194816262       4.00000000    
  0.429999977       2.71013832       1.11079907      0.179062501       4.00000000    
  0.439999998       2.72220206       1.11383688      0.163960904       4.00000000    
  0.449999988       2.73353219       1.11689281      0.149574712       3.99999976    
  0.459999979       2.74406624       1.11996651      0.135967031       3.99999976    
  0.469999999       2.75374389       1.12305725      0.123198733       3.99999976    
  0.479999989       2.76250982       1.12616444      0.111325771       4.00000000    
  0.489999980       2.77031684       1.12928736      0.100395925       4.00000048    
  0.500000000       2.77712941       1.13242531       9.04453173E-02   4.00000000    
  0.509999990       2.78292775       1.13557756       8.14948827E-02   4.00000000    
  0.519999981       2.78770947       1.13874328       7.35473931E-02   4.00000000    
  0.529999971       2.79149294       1.14192176       6.65855780E-02   4.00000048    
  0.539999962       2.79431629       1.14511216       6.05717935E-02   4.00000000    
  0.550000012       2.79623699       1.14831376       5.54495528E-02   4.00000048    
  0.560000002       2.79732752       1.15152597       5.11468761E-02   4.00000048    
  0.569999993       2.79767132       1.15474808       4.75809276E-02   4.00000000    
  0.579999983       2.79735756       1.15797949       4.46632765E-02   4.00000048    
  0.589999974       2.79647565       1.16121960       4.23049591E-02   4.00000000    
  0.599999964       2.79511142       1.16446805       4.04207334E-02   4.00000000    
  0.610000014       2.79334354       1.16772449       3.89321595E-02   4.00000048    
  0.620000005       2.79124212       1.17098856       3.77694331E-02   4.00000000    
  0.629999995       2.78886795       1.17426002       3.68721150E-02   4.00000000    
  0.639999986       2.78627253       1.17753863       3.61890458E-02   4.00000000    
  0.649999976       2.78349829       1.18082416       3.56776863E-02   4.00000048    
  0.659999967       2.78058052       1.18411648       3.53031829E-02   4.00000000    
  0.669999957       2.77754736       1.18741548       3.50372978E-02   4.00000048    
  0.680000007       2.77442169       1.19072115       3.48573588E-02   4.00000000    
  0.689999998       2.77122164       1.19403327       3.47452909E-02   4.00000000    
  0.699999988       2.76796150       1.19735193       3.46867517E-02   4.00000000    
  0.709999979       2.76465273       1.20067692       3.46704125E-02   4.00000000    
  0.719999969       2.76130438       1.20400834       3.46873552E-02   4.00000000    
  0.729999959       2.75792336       1.20734608       3.47305611E-02   4.00000000    
  0.740000010       2.75451541       1.21069014       3.47945318E-02   4.00000000    
  0.750000000       2.75108480       1.21404040       3.48749459E-02   4.00000000    
  0.759999990       2.74763489       1.21739697       3.49684246E-02   4.00000048    
  0.769999981       2.74416828       1.22075975       3.50723229E-02   4.00000048    
  0.779999971       2.74068713       1.22412872       3.51845622E-02   4.00000048    
  0.789999962       2.73719311       1.22750390       3.53035256E-02   4.00000048    
  0.799999952       2.73368740       1.23088527       3.54279354E-02   4.00000048    
  0.810000002       2.73017097       1.23427272       3.55567969E-02   4.00000048    
  0.819999993       2.72664475       1.23766637       3.56893316E-02   4.00000048    
  0.829999983       2.72310948       1.24106610       3.58249284E-02   4.00000048    
  0.839999974       2.71956539       1.24447203       3.59631032E-02   4.00000048    
  0.849999964       2.71601295       1.24788404       3.61034833E-02   4.00000048    
  0.859999955       2.71245265       1.25130212       3.62457708E-02   4.00000048    
  0.870000005       2.70888448       1.25472629       3.63897383E-02   4.00000048    
  0.879999995       2.70530868       1.25815654       3.65351997E-02   4.00000048    
  0.889999986       2.70172548       1.26159286       3.66820209E-02   4.00000048    
  0.899999976       2.69813514       1.26503515       3.68300900E-02   4.00000048    
  0.909999967       2.69453764       1.26848352       3.69793139E-02   4.00000048    
  0.919999957       2.69093299       1.27193785       3.71296331E-02   4.00000048    
  0.930000007       2.68732119       1.27539825       3.72809917E-02   4.00000048    
  0.939999998       2.68370247       1.27886462       3.74333560E-02   4.00000048    
  0.949999988       2.68007684       1.28233695       3.75866853E-02   4.00000048    
  0.959999979       2.67644429       1.28581524       3.77409644E-02   4.00000048    
  0.969999969       2.67280483       1.28929949       3.78961749E-02   4.00000048    
  0.979999959       2.66915846       1.29278970       3.80523019E-02   4.00000048    
  0.989999950       2.66550541       1.29628575       3.82093415E-02   4.00000048    
   1.00000000       2.66184545       1.29978776       3.83672826E-02   4.00000048    
   1.00999999       2.65817881       1.30329561       3.85261253E-02   4.00000048    
   1.01999998       2.65450525       1.30680943       3.86858657E-02   4.00000048    
   1.02999997       2.65082502       1.31032908       3.88465077E-02   4.00000048    
